id,frequency
kad labai,1522
kad savo,1520
sausio 13,1520
tyrimas dėl,1517
metų europos,1516
tačiau jau,1516
nori kad,1515
susijusių su,1515
dvi dienas,1514
mes visi,1514
bet dar,1513
kelias savaites,1512
viską ką,1512
kaip su,1511
šį savaitgalį,1511
tačiau jos,1510
vyresnio amžiaus,1510
kad prie,1508
es šalių,1507
tik savo,1507
į valstybės,1507
taškus ir,1505
jav valstybės,1503
lietuvos moterų,1503
rašoma kad,1503
tik per,1503
grupės turnyro,1502
olimpines žaidynes,1502
barackas obama,1501
jungtinėse valstijose,1501
kad jūs,1501
dėl kurio,1500
moterų teniso,1500
ar tiesiog,1499
ir m.,1498
80 proc.,1495
tai jis,1495
ir nato,1494
negana to,1494
taip jau,1491
per valandą,1490
darbo ir,1489
tik viena,1489
visą dieną,1489
ir gynybos,1488
jie taip,1488
vaizdo įrašas,1488
prieš porą,1487
jau daugiau,1486
su mumis,1486
kur buvo,1485
tik nuo,1485
įdomu tai,1485
darbo partija,1483
j. valančiūnas,1483
o juk,1483
2 d.,1482
iš kurio,1482
jis dar,1482
o kartais,1482
prisidėjo prie,1482
seimo pirmininkė,1482
žmogus kuris,1482
ir visą,1481
kodėl taip,1481
metais kai,1481
per kelias,1480
apie 100,1479
geriau nei,1479
save ir,1479
klausimą ar,1478
viską kad,1478
kaip mes,1475
vaizdo įraše,1475
į pagalbą,1475
1 dienos,1474
į es,1474
natūralu kad,1473
metų pasaulio,1472
ir tie,1471
iš valstybės,1471
aukšto rango,1470
ir pridūrė,1470
vos tik,1470
šių dienų,1468
kaip aš,1467
apie 15,1464
15 d.,1460
kiek anksčiau,1460
bet koks,1459
jis teigė,1459
red bull,1459
ir kuo,1458
kad šiemet,1457
pagal reitingą,1456
metu ir,1455
nuo 2014,1455
prieš dvejus,1454
jau šį,1453
metų kai,1452
vietą užėmė,1451
viskas buvo,1450
ir todėl,1449
ir vėliau,1449
delfi teigė,1447
metus ir,1446
įrodyti kad,1446
ginkluotųjų pajėgų,1445
ir d.,1445
policijos pareigūnams,1444
į laisvę,1442
iki 18,1441
kauno žalgirio,1441
yra gerai,1441
ir galiausiai,1440
kas dar,1440
su dviem,1440
ir tas,1439
ir visos,1439
tas kad,1439
jis būtų,1438
lietuvos lenkų,1438
ryšių su,1437
tame pačiame,1437
žinių radijui,1437
tai daro,1436
bet po,1435
nėra jokių,1435
sienos su,1435
santykiai su,1434
atsakingas už,1432
su tokiu,1432
ir būtų,1431
kad kol,1430
lietuvos vyrų,1430
transporto priemonę,1430
lietuva yra,1429
dar iki,1428
daug ką,1428
kad vis,1428
savo šalies,1428
apylinkės teismas,1427
bet kokia,1427
kovo mėnesį,1425
2008 metais,1424
įsitikinę kad,1424
ir teisingumo,1423
iš kauno,1422
jeigu jis,1422
galvoti apie,1421
kokių nors,1421
o už,1421
specialiųjų tyrimų,1420
į areštinę,1420
kauno apskrities,1418
priklausys nuo,1417
aš ir,1416
du mėnesius,1416
praėjusį mėnesį,1416
tokio pobūdžio,1415
įveikė per,1414
prognozuoja kad,1412
sakė j.,1412
sunku pasakyti,1412
to jog,1411
lenkų rinkimų,1410
net jeigu,1408
nors tai,1408
savo patirtimi,1408
dėl kurios,1407
ir r.,1407
juolab kad,1407
reikalų ministro,1407
europos taurės,1406
kas daugiau,1406
atp reitingo,1405
buvo paskelbta,1405
kita ko,1404
tai vienas,1403
turi daug,1403
savo karjerą,1402
tris dienas,1402
o čia,1401
prie vairo,1401
teigė jis,1401
bet kada,1400
gali kilti,1399
ką mes,1399
dėl šių,1397
apie 40,1396
metų laisvės,1396
būtų labai,1395
kartą buvo,1395
proc. balsų,1395
30 d.,1393
daugelį metų,1393
kad kiekvienas,1393
visoje lietuvoje,1393
aplinkos ministerijos,1392
krikščionių demokratų,1392
iš kurios,1391
ir ant,1390
kaip iš,1390
be kita,1389
būti ne,1389
kyla klausimas,1389
po jo,1389
rašoma pranešime,1389
savivaldybės administracijos,1388
tik tiek,1388
prezidento rinkimų,1387
kai kurias,1386
saudo arabijos,1386
iš pareigų,1385
niekada nebuvo,1385
oras šils,1385
socialinio draudimo,1385
metų pradžios,1384
po 11,1384
vilniaus lietuvos,1384
iš šio,1382
nes yra,1381
labai mažai,1379
po 3,1379
porą metų,1379
pranešė apie,1379
šioje vietoje,1379
25 erių,1378
15 taškų,1377
investuoti į,1377
pusantrų metų,1377
ir pagal,1376
ne veltui,1375
šils iki,1375
100 m,1374
90 proc.,1374
ne vienerius,1374
proc. respondentų,1372
ilgiau nei,1371
ne viskas,1371
nes jos,1371
į mokyklą,1371
galima įsigyti,1370
metų kovo,1370
daug ir,1369
finansų ministras,1369
ir kitą,1369
d. trumpo,1368
iki 5,1368
dar gali,1367
o kur,1366
pro šalį,1365
iki 2,1364
naujųjų metų,1364
uefa čempionų,1364
atveju jei,1363
baudžiamojo kodekso,1363
ar galima,1362
kai kuriais,1362
ne viena,1362
14 taškų,1361
su kolegomis,1361
su vienu,1361
kauno apygardos,1360
apie 1,1359
metų ketvirtį,1359
ir tuomet,1358
kad europos,1358
jau kurį,1357
prieš savaitę,1356
ukrainos rytuose,1356
vaikų ir,1356
ne tai,1355
o apie,1353
už grotų,1353
į antrą,1353
lengvosios atletikos,1352
ir 2,1351
viskas yra,1351
žinoti kad,1351
planuojama kad,1350
kad nebūtų,1349
kad turi,1348
po 12,1348
temperatūra svyruos,1347
visą savo,1347
ji ir,1346
generalinis sekretorius,1345
ir s.,1345
ir moterų,1344
prezidento vladimiro,1344
su tais,1344
buvo priimtas,1343
kuo mažiau,1343
panašus į,1343
tai turėtų,1343
teigia jog,1343
bet jeigu,1342
po 5,1342
60 proc.,1340
labiau nei,1340
tinkle facebook,1340
3 d.,1339
kalbėjo a.,1339
palyginus su,1339
sakė a,1339
ten yra,1339
čia jau,1339
ukrainos ir,1338
dirbti ir,1337
o kiti,1337
visi kiti,1337
vos ne,1337
keturis kartus,1336
vaizdo įrašą,1334
dabar kai,1333
labai svarbi,1333
su prierašu,1333
jau turi,1332
viskas bus,1332
ar bent,1331
ir daugelis,1331
pat turi,1330
rajono policijos,1330
10 atk.,1329
metais ir,1328
santykių su,1328
sprendimą dėl,1328
dėl galimo,1327
pirmą vietą,1327
valstybės biudžeto,1326
kur ir,1325
nuo kelio,1325
viename iš,1325
ne per,1324
galima pamatyti,1323
mes su,1323
delfi pasakojo,1322
7 4,1321
apie 3,1321
iki 1,1321
ir pradėjo,1319
sau leisti,1319
tai taip,1319
tokių kurie,1319
įtariama kad,1319
tai nebuvo,1317
vytauto didžiojo,1316
xx a.,1316
13 taškų,1315
apie jo,1315
bet ji,1315
būdų kaip,1314
iki 3,1314
ir ko,1314
priminė kad,1314
jie ir,1312
kurie iš,1312
penktadienio vakarą,1312
bet tik,1311
per kurias,1311
yra kur,1311
man yra,1310
oro temperatūra,1310
tie žmonės,1310
2 tūkst.,1309
ukrainos prezidentas,1309
20 d.,1308
buvo skirta,1308
skaičiuojama kad,1308
prie savo,1307
to ar,1307
vieną ar,1307
į darbo,1307
metu jis,1305
kaip rodo,1304
tų pačių,1304
16 d.,1303
sakė m.,1303
į vandenį,1303
ir politikos,1302
kaip jūs,1302
kurios metu,1302
pat pradžių,1302
1 mln.,1301
iš vokietijos,1301
angela merkel,1300
rungtynėse su,1300
apie 50,1299
jei jie,1299
jie bus,1298
pranešime žiniasklaidai,1298
tai turi,1298
šiame sezone,1298
ir sako,1297
susijusios su,1296
viešojoje erdvėje,1296
24 erių,1294
iš šios,1293
jis man,1293
kitos pusės,1293
susitikimo su,1293
17 d.,1292
ko nors,1292
vyrų ir,1290
darbo rinkos,1289
ir baltijos,1289
kuriame buvo,1289
į kauno,1289
ar ji,1288
su kitu,1288
europos ir,1287
nuo rusijos,1287
rezultatyvaus perdavimo,1287
automobilių stovėjimo,1286
numatyta kad,1286
pagal kurį,1285
20 tūkst.,1284
ne su,1284
buvo pranešta,1283
ir galbūt,1282
pasak a.,1282
50 metų,1281
viešojo transporto,1281
į kauną,1281
12 metų,1280
metų liepos,1280
taurės turnyro,1280
vakarų europos,1280
į aikštę,1278
aukščiausio lygio,1277
eurų vertės,1275
ir 3,1275
kovo 11,1275
nežinau ar,1273
po 8,1273
prognozuojama kad,1273
su jo,1273
daug kur,1272
eurų ir,1272
eurų per,1271
kad tokios,1271
prekybos centre,1271
prezidentas barackas,1271
reikia ir,1271
visada yra,1271
tėvynės sąjungos,1269
bus dar,1268
ir būti,1268
metrų baudinio,1268
gražu ne,1267
kad visos,1266
toks pat,1266
ir apskritai,1265
kaip ji,1265
reaguoti į,1265
3 tūkst.,1264
ar jų,1264
kai jau,1264
yra mano,1264
o ypač,1263
ryšį su,1263
savo noru,1263
tačiau vis,1263
ir vokietijos,1262
sutartis su,1262
iki 100,1261
į policiją,1261
10 d.,1260
metų rugsėjo,1260
40 metų,1259
iš ten,1259
kad daugiau,1259
neslėpė kad,1259
nuo savo,1258
didesnis nei,1257
kad niekas,1257
visada buvo,1257
70 proc.,1256
kurio laiko,1256
su jumis,1255
5 tūkst.,1254
kur jis,1254
kad to,1253
naujos kartos,1253
europos sąjungą,1252
2 4,1251
apie 5,1251
bet ką,1251
panašiai kaip,1251
ten buvo,1251
toks sprendimas,1251
28 d.,1250
išvyko į,1250
lietuvą ir,1250
12 d.,1249
ir visiems,1249
jeigu jie,1249
kiekvieną kartą,1249
metų pertraukos,1249
per dvi,1249
seimo rinkimų,1249
11 d.,1248
14 d.,1248
bet jau,1248
pagal savo,1248
sako jog,1248
su ukraina,1248
rugsėjo 1,1247
senojo žemyno,1246
kad juos,1245
mes jau,1245
10 15,1244
vienas kito,1244
18 d.,1243
kokia yra,1243
23 ejų,1242
dar turi,1242
nakties ir,1242
dar po,1241
kokiu atveju,1241
buvo toks,1240
jei būtų,1240
pagalbos telefonu,1240
rašė kad,1240
ar vėliau,1238
8 d.,1237
jai buvo,1237
jo žmona,1237
po 4,1237
tačiau šis,1237
11 m,1235
ar kitą,1235
buvo sunku,1235
kamuolį į,1235
savo darbo,1235
atsižvelgti į,1234
su v.,1234
žmonės yra,1234
naftos kaina,1233
kad tarp,1232
skaitykite čia,1232
pastaruosius metus,1231
sezono metu,1231
taip buvo,1231
mano manymu,1230
rungtynes su,1230
nato ir,1229
tikrai labai,1229
apygardos prokuratūros,1228
bet man,1228
m. ir,1228
tačiau kol,1228
nuo 2015,1227
į kuriuos,1227
21 d.,1226
buvo priverstas,1226
greitosios pagalbos,1225
ir televizijos,1225
tad ir,1225
buvo itin,1224
įspūdis kad,1224
19 d.,1223
į valdžią,1223
18 val.,1222
ir paslaugų,1222
jei norite,1222
tik kaip,1222
gali tik,1221
jau beveik,1221
didelė dalis,1220
į kitus,1220
ir rytų,1219
miesto savivaldybė,1219
ministro pirmininko,1219
viso to,1219
žmonės ir,1219
3 5,1217
kurių metu,1217
tvarkos ir,1217
ir mums,1216
kad mums,1216
karto po,1216
teisės pažeidimų,1216
išvadą kad,1215
per 1,1215
21 erių,1214
ką aš,1214
apie lietuvos,1213
ji bus,1213
tokiais atvejais,1213
ne paslaptis,1212
rytų europoje,1211
su lietuva,1211
svyruos tarp,1211
tada ir,1211
tačiau ar,1211
o kartu,1210
pilieciai@delfi.lt su,1209
yra tikrai,1209
4 7,1208
apylinkės teismo,1208
kad ateityje,1208
privalo būti,1208
b obama,1207
jeigu tai,1207
savo ir,1207
vaiko teisių,1207
yra kaip,1207
įvykio metu,1207
jį į,1206
su puse,1206
3 7,1205
kalbėjo apie,1203
daug daugiau,1202
sako a.,1202
yra sakęs,1202
ir jūs,1201
ir bet,1200
kaip reikiant,1200
kitose šalyse,1200
nei per,1200
2014 ųjų,1199
al assado,1199
jie nori,1199
yra gerokai,1199
labiau kad,1198
aukšto lygio,1197
el. paštu,1197
iki 30,1197
ir jūsų,1197
nėra ir,1197
su es,1197
1 proc.,1196
bei jų,1196
s. skvernelis,1196
3 proc.,1194
karinių oro,1194
seimo rinkimuose,1194
mobiliojo ryšio,1193
ketverių metų,1190
m. buvo,1190
ne visai,1190
įvykio vietoje,1190
nei 10,1189
tokia situacija,1189
3 kartus,1188
ir ryto,1188
kad esame,1188
klasifikacijos taškų,1188
susidurti su,1188
tinkle twitter,1188
realybės šou,1187
2017 m.,1186
iš visos,1186
kad šiandien,1186
liepos 1,1186
tai ar,1186
už jį,1186
iš sirijos,1185
kad šalies,1185
ketvirtadienio vakarą,1185
4 3,1184
16 taškų,1183
b. al,1183
tai galima,1183
ant parketo,1182
ir liko,1182
sau ir,1182
jei ir,1181
prie rusijos,1181
į šiuos,1181
euro įvedimo,1180
jei jau,1180
naujienų agentūros,1180
praneša bbc,1180
b grupės,1179
nes jų,1179
pietų afrikos,1179
aš labai,1177
formulės 1,1177
jei žmogus,1177
5 d.,1176
bet labai,1176
euro zonoje,1176
jos buvo,1176
kandidatas į,1176
visos lietuvos,1176
čia buvo,1176
tarptautinių santykių,1175
mažmeninės prekybos,1174
valstybės sienos,1174
į rio,1174
iš vieno,1173
kad ją,1173
ne kaip,1173
tuo ką,1173
bet juk,1172
susitikimą su,1172
tačiau net,1172
lietuvos valstiečių,1171
automobilių sporto,1170
ir saugumo,1170
trečiadienio vakarą,1170
ar gali,1169
iš pagrindinių,1169
nei pernai,1169
ir vaikų,1168
jis iš,1168
aš jau,1166
dieną ir,1166
teisės vairuoti,1166
teniso turnyras,1166
bet kas,1165
kad tokių,1165
kovą su,1164
ne visiems,1164
nuo liepos,1164
futbolo čempionato,1163
kaip nors,1163
mes norime,1163
100 proc.,1162
kad be,1161
likus žaisti,1161
tiek su,1161
16 val.,1160
27 d.,1160
ir tą,1160
kad nieko,1160
kurios buvo,1160
tas kuris,1160
iki 15,1158
radijui sakė,1157
22 d.,1156
6 8,1156
ir visiškai,1156
į naują,1156
ir viena,1155
kelių dienų,1155
ne pirmą,1155
o tuo,1155
kad vaikai,1154
šiaurės amerikos,1154
nė kiek,1153
9 d.,1152
ar jos,1152
iš oro,1152
kelias valandas,1152
teigė a.,1152
į vokietiją,1152
19 val.,1151
apygardos teismo,1151
atp serijos,1151
aš tikrai,1151
liaudies respublikos,1151
nė viena,1151
t. t.,1151
bendradarbiauti su,1150
daugiau ir,1150
l. linkevičius,1150
nesvarbu ar,1150
oro linijų,1150
29 d.,1149
4 d.,1149
bet čia,1149
ir ypač,1149
kai yra,1149
žais su,1149
trečią kartą,1148
ir vieną,1147
kai iš,1147
po 1,1146
prieš mėnesį,1146
galvoja kad,1145
ir nebuvo,1145
iš tokių,1145
visus metus,1145
wta serijos,1145
šešerius metus,1145
23 d.,1144
dėl ukrainos,1144
tam tikri,1144
8 atk.,1143
ir maisto,1143
pusę metų,1143
vienas žmogus,1143
7 d.,1142
atsakė kad,1142
po 6,1142
savo namuose,1142
savo veiklą,1142
su tokia,1142
31 d.,1141
4 2,1141
labai geras,1141
o jau,1141
sąjungos lietuvos,1141
ir visų,1140
su terorizmu,1140
šalies vadovė,1140
baltijos šalys,1139
darbo vietas,1139
jungtinė karalystė,1139
kad dauguma,1139
po rungtynių,1139
apie juos,1138
atstovė spaudai,1138
kad kuo,1138
kas ir,1137
2007 m.,1135
kaip elgtis,1135
kartais net,1135
krepšinio lygos,1135
neabejoju kad,1135
kitų žmonių,1134
na ir,1134
tam reikia,1134
anksčiau ar,1133
automobilį ir,1133
kiek įmanoma,1133
7 3,1132
tuoj pat,1132
lietuva ir,1131
prie jos,1131
transporto priemonė,1131
apsaugos ministras,1130
ir jas,1130
ir visuomenės,1130
numato kad,1130
nuo jos,1130
valstybės saugumo,1130
bet kokį,1129
jog jis,1129
kaip atrodo,1129
paslaptis kad,1129
petro porošenka,1129
valstybės ir,1129
mes ir,1128
bet dėl,1127
r. berankis,1127
dabar jis,1126
esu labai,1126
socialinio tinklo,1126
ir klaipėdos,1125
juk tai,1125
po savaitės,1125
13 d.,1124
apie jų,1124
tačiau į,1124
vienos iš,1124
apsaugos tarnybos,1123
buvo per,1123
gyvenimo būdą,1123
jis tikrai,1123
sienos apsaugos,1123
lietuvos krikščionių,1122
po susitikimo,1122
vyriausiasis treneris,1122
14 metų,1121
dolerių čekis,1121
gali atrodyti,1121
savo vaikus,1121
ypač jei,1121
9 atk.,1120
baudžiamąją bylą,1120
metų o,1120
prieš kelerius,1120
tiek laiko,1120
tik tam,1120
iš lenkijos,1119
jau daug,1119
per 20,1119
visa kita,1119
šią problemą,1119
kad tuo,1118
lrt radijui,1118
to padaryti,1118
1 tūkst.,1117
baltijos šalis,1117
kalbėjo jis,1117
metų lietuvos,1116
rašo kad,1116
ukrainoje ir,1116
50 tūkst.,1115
dalis jų,1115
kad tiek,1115
jis labai,1114
rezultatyvų perdavimą,1114
2015 ųjų,1113
ar jūs,1112
laikas kai,1112
perspėjo kad,1112
teisės ir,1112
teisės pažeidimo,1112
tiki kad,1112
nuo rugsėjo,1111
smscredit.lt a,1111
ką ir,1110
pasitraukti iš,1110
reikia kad,1110
su mūsų,1110
tačiau aš,1110
įsitikinusi kad,1110
ir 10,1109
jei taip,1109
kai kuriuose,1109
kas mėnesį,1109
su pagrindiniu,1109
v. putiną,1109
d. grybauskaitės,1108
ir šis,1108
vieta komanda,1108
kai bus,1107
per anksti,1107
16 metų,1106
per spaudos,1106
vietą o,1106
kas čia,1105
per rungtynes,1105
viena didžiausių,1105
ir seimo,1104
naujienų portalas,1104
net iki,1103
į policijos,1103
darbo jėgos,1102
generalinės prokuratūros,1102
ir miesto,1102
kad pagal,1102
kultūros paveldo,1102
m. kovo,1102
nei 20,1102
sakė vienas,1102
25 d.,1101
paros metu,1101
17 taškų,1100
dar reikia,1100
ą min.,1099
į jos,1099
13 osios,1098
apie galimą,1098
ir finansų,1098
ir itin,1098
kad d.,1098
net ne,1098
pagrindinio prizo,1098
teniso turnyre,1098
visi šie,1098
į vakarus,1098
kuris gali,1097
praeitą savaitę,1097
įvykio vietos,1097
informacinių technologijų,1096
latvijos ir,1096
su a.,1096
kamuolius atliko,1095
parodyti kad,1095
rašo the,1095
saugumo tarnybos,1095
tačiau mes,1095
tiesų yra,1095
aš turiu,1094
į sceną,1093
anglų kalbos,1092
ir viską,1092
santykių ir,1092
tampa vis,1092
tik ne,1092
tyrimai rodo,1090
galbūt ir,1089
buvo nustatyta,1088
kad tam,1088
savo namus,1088
iš vidaus,1087
kad visa,1086
sakė l.,1086
de žaneire,1085
tik todėl,1085
ir žmonių,1084
iš automobilio,1084
savivaldybės tarybos,1084
socialdemokratų partijos,1084
aš pats,1083
s&p 500,1083
nuo sausio,1082
p. porošenka,1082
pažvelgti į,1082
per pirmąjį,1082
veterinarijos tarnybos,1082
viskas priklauso,1082
jie patys,1081
lentelė vieta,1081
politikos mokslų,1081
6 d.,1080
pranešimą kad,1080
prieš kelis,1080
sveikatos priežiūros,1080
nuo 2013,1079
prisideda prie,1079
ant kojų,1078
neslepia kad,1078
į maskvą,1078
iki 6,1077
ir tiek,1077
kuo toliau,1076
to daryti,1076
yra tiesiog,1076
būtent tai,1074
al qaeda,1073
nei 100,1073
susisiekti su,1073
arba laisvės,1072
ant jo,1071
dauguma jų,1071
turėjo pripažinti,1071
apie šią,1070
gyvenimą ir,1070
bet jos,1069
buvo iš,1069
iš latvijos,1069
valdybos pirmininkas,1069
ko reikia,1068
matyti kaip,1068
mg baltic,1068
nuo mūsų,1068
pasaulio futbolo,1068
tai mano,1068
už jo,1068
yra tam,1068
1 osios,1067
dar vieno,1067
kad šį,1067
kuris iš,1067
nė karto,1067
po šios,1067
proc. apklaustųjų,1067
žiūrovų akivaizdoje,1067
žmogus gali,1067
ir estijos,1066
ir štai,1066
išeiti iš,1066
ji jau,1066
jis ne,1066
dieną kai,1065
su vaiku,1065
teisę į,1065
tokia kad,1065
šis klausimas,1065
ar jo,1064
kad tą,1064
kaip bus,1064
po pertraukos,1064
taurės turnyre,1064
28 erių,1063
jaunų žmonių,1063
kad ta,1063
m. gruodžio,1063
20 minučių,1062
interneto svetainėje,1062
administracinių teisės,1061
buvo rastas,1061
ir kultūros,1061
iš ko,1061
konstatavo kad,1061
lietuvos užsienio,1061
nes buvo,1061
ą dieną,1061
ir reikia,1060
aš noriu,1059
buvo padaryta,1059
kovą dėl,1059
pridėtinės vertės,1059
savo mintimis,1059
tik už,1059
kaip dabar,1058
kad bet,1057
tie kas,1057
ir tokiu,1056
kad es,1056
į pusfinalį,1056
antradienio vakarą,1055
į visus,1055
iki gyvos,1054
gal tai,1053
kartais ir,1053
dolerių už,1052
gali siekti,1052
