Class;Text
POS;Startuolis jau kurį laiką skirią didelį dėmesį užsienio rinkoms, ypač JAV ir Vakarų Europai. „Namų rinką stengiamės palaikyti labiau kokybės nei kiekybės atžvilgiu. Klientai Lietuvoje mus pasiekia dėl rekomendacijų, ir mus tai tenkina. šiuo metu „Teamgate“ dirba 16 žmonių, tarp kurių ir komandos nariai, kurie nuolatos dirba nuotoliniu būdu JAV, Vokietijoje, Jungtinėje Karalystėje bei Airijoje. Siekiame būti stipria tarptautine komanda ir esame pasiruošę plėtrai užsienio rinkose“, – sakė „Teamgate“ vadovas Marijus Andrijauskas.
POS;Teamgate“ pastaruoju metu vis daugiau kalba apie dirbtinį intelektą, mašininį mokymąsi, robotus ir šių technologijų panaudojimą savo sistemoje. Nors šias technologijas kol kas naudoja tik didžiausi rinkos dalyviai, lietuvių įmonė siekia sukurti naujos kartos CRM įrankį, padėsiantį supaprastinti naujų klientų paiešką mažo ir vidutinio dydžio verslams.
POS;Pažintis su startuoliu prasidėjo nuo investuotojų dalinimosi patirtimi bei įžvalgomis, tuo tarpu „Teamgate“ komanda nuolat informuodavo fondo partnerius apie savo pasiekimus, verslo situaciją ir iššūkius. „Susipažinę artimiau, sprendimą dėl partnerystės priėmėme lengvai. Tai komanda, kuri yra stipriai pasiruošusi efektyviai plėtrai užsienio rinkose. Apskritai, verslo procesų valdymo perkėlimas į skaitmeninę erdvę yra neišvengiamas moderniame verslo pasaulyje, daugumoje verslo segmentų. Tad investavimas į patikimą, aiškią ilgalaikę vystymo ir plėtros strategiją turintį „Teamgate“, yra labai logiškas ir toliaregis fondo sprendimas“, – sprendimą investuoti grindė „Open Circle Capital“ partneris Rokas Tamošiūnas.
POS;Iki 2018-ųjų pabaigos „Open Circle Capital“ kartu su partneriais planuoja investuoti į dar 7 Lietuvos įmones, kurios sugebės patenkinti lūkesčius. R. Tamošiūnas teigė, kad „Teamgate“ yra puikus pavyzdys kitiems startuoliams: „ši komanda turi ryškią viziją ir rodo daug žadančius rezultatus. Neabejojame, kad mūsų ir „Blue Bridge Baltic“ bendra investicija bei „Open Circle Capital“ partnerių patirtis padės „Teamgate“ padidinti savo produkto pardavimus.“
POS;Viešųjų pirkimų tarnybos (VPT) duomenimis, po to, kai V. šimas pernai spalio 25-ąją pradėjo vadovauti „Alna Software“, antrinės „Lietuvos energijos“ įmonės Technologijų ir inovacijų centras (TIC) lapkričio 17 dieną pasirašė preliminarią 1,139 mln. eurų vertės sutartį su „Alna Intelligence“ (konkurso laimėtojai - visos 4 jame dalyvavusios įmonės - paskelbti rugsėjo 30-ąją), o lapkričio pradžioje su „Alna Software“ - 41,6 tūkst. eurų vertės sutartį.
POS;2012-2016 metais „Alna Group“ įmonės yra laimėjusios „Lietuvos energijos“ konkursus ir tiekė jai „Microsoft“ licencijas bei teikė kitas paslaugas, už kurias per šiuos metus jai sumokėta apie 3 mln. eurų. Be to, „Alnos“ grupės įmonės nuo 2014-ųjų yra gavusios 7,6 mln. eurų vertės TIC užsakymų.
POS;„Esame įgalioti vykdyti „Lietuvos energijos“ įmonių pirkimus, visos viešųjų pirkimų procedūros vyksta pas mus. Užsakymas suformuluojamas toje įmonėje, kuri turi poreikį. Patį pirkimą vykdo Verslo aptarnavimo centro pirkimų komanda. Už pirkimą būna atsakingas projektų vadovas, o jei pirkimas būna didesnis, tada atsakomybė tenka pirkimų komisijai. Faktiškai aš pirkimuose iš viso nedalyvauju“, - aiškino E. šimė.
POS;E. šimė teigė nepasirašinėjanti ir jokių pirkimų dokumentų - tai daro pirkimų komisijos pirmininkas. „Aš nežinau iš viso, kokius pirkimus vykdo mūsų paslaugų centras, išskyrus tuos atvejus, jeigu kas nors būna negerai, jeigu vėluojame kažkokį pirkimą vykdyti, tada domiuosi, padedu klientams susidėlioti šiuos dalykus. Bet iš esmės tai yra tų žmonių, kurie turi tą kompetenciją, sprendimai ir atsakomybė“, - pasakojo VAC vadovė.
POS;Mano atsakomybė nėra gilintis į kiekvienos srities specifiką. Mano darbas ir atsakomybė yra organizuoti veiklą įmonėje ir siekti pagrindinio tikslo - efektyvinimo, bendrų standartų, kažkokių IT priemonių pritaikymo, kurių pagalba mes galime pasiekti didesnį efektyvumą, ir kultūros formavimas. (...) į patį pirkimų procesą man gilintis nereikia, o peržiūrėti procesus ir pasižiūrėti iš esmės, kaip jie gali trumpėti, gerėti komunikacija su klientais, tos patirties nereikia“, - sako E.šimė. Iki spalio pradžios dirbsianti centro vadovė teigė jau sulaukusi naujų darbo pasiūlymų ir tvirtino, kad valstybiniame sektoriuje dirbti neketina.
POS;VAC vadovė tikino daugiau jokių sąsajų su „Alna“ ar jos vadovais bei savininkais neturinti, taip pat nepažįstanti „Alnos“ grupės vadovų ir savininkų Tomo Milaknio ir Justinos Milaknytės. J. Milaknytės vyras Rytis Jakaitis yra iki liepos pabaigos „Lietuvos energijos“ stebėtojų tarybos pirmininku dirbusio šarūno Kliokio verslo partneris. E. šimė teigė pažįstanti š. Kliokį, tačiau apie VAC IT paslaugų pirkimus su juo nekalbėjusi.
POS;Antrinių „Lietuvos energijos“ įmonių vadovus tvirtina bendrovės Stebėtojų taryba. Prie jos sudarytas Atlygio ir skyrimo komitetas iš visų kandidatų į įmonių vadovus paprastai išrenka 2-3 asmenis ir teikia juos Stebėtojų tarybai - pastaroji po pokalbių su kandidatais išrenka vadovą.
POS;BNS žiniomis, š.Kliokys nepraėjo teisėsaugos „filtro“ į naujos „Lietuvos energijos“ stebėtojų tarybą, o dėl su tuo susijusios įslaptintos informacijos nutekinimo tyrimą atlieka Specialiųjų tyrimų tarnyba (STT). Netrukus po STT apklausos atsistatydinimo pareiškimą įteikė „Lietuvos energijos“ valdybos pirmininkas ir generalinis direktorius Dalius Misiūnas.
POS;š.Kliokys per jo verslo partnerį Rytį Jakaitį yra susijęs su „Alnos“ grupe ir jos vadovais. R.Jakaičio žmona yra „Alna group“ valdybos narė bei kelių grupės įmonių vadovė Justina Milaknytė , o abu sutuoktiniai yra netiesioginiai š.Kliokio kontroliuojamos investicijų bendrovės „Avestis“ akcininkai.
POS;Vienas „Alnos“ grupės vadovų Tomas Milaknis yra įtariamasis neskaidrių „Sodros“ viešųjų pirkimų byloje.
POS;Seimo Antikorupcijos komisija nutarė, kad visi trys 2000-aisiais sumanytos elektroninės sveikatos sistemos projekto, etapai buvo įgyvendinti netinkamai – sistema iki šiol nepasiekė tikslų ir neteikia kokybiškų paslaugų.
POS;Pasak Antikorupcijos komisijos vadovo Vitalijaus Gailiaus, buvę Sveikatos ministerijos pareigūnai, pradedant „darbiečių“ deleguotu ministru žilvinu Padaiga (2004-2006 metais buvo ministras ir 2004-2008 metais – Seimo narys), sukūrė tokią sistemą, kuri galbūt leido pelnytis tiems patiems asmenims.
POS;Komisijos narys Rimantas Jonas Dagys sako, jog sistema buvo sugalvota taip, kad iš nuolatinio jos tobulinimo būtų galima užsidirbti. Jo žodžiais, tai buvo nusikalstama schema
POS;„Jie ir įsteigė juridinius asmenis, kurie iš esmės ir diegė tą sistemą sveikatos priežiūros įstaigose, vykdė mokymus ir iki šiol tą sistemą diegia. Kalbame apie tuos pačius politinio pasitikėjimo pareigūnus, kurie buvo atsakingi už projekto rengimą – ministras, sekretoriai Haroldas Baubinas, Saulius Janonis, buvęs ministerijos sveikatos projektų vadovas ir technologijų skyriaus specialistas Evaldas Dobravolskas“, – komisijai ketvirtadienį patvirtinus elektroninės sveikatos sistemos diegimo tyrimo išvadas, BNS teigė V. Gailius.
POS;2006 metais S. Janonį šiame poste pakeitė H. Baubinas. Nutrūkus karjerai ministerijoje, e. sveikata programą prižiūrėjęs pareigūnas vos po pusmečio įsidarbino įmonėje “E. sveikata”, nors įstatymai draudžia valdininkui vienerius metus vadovauti privačioms įmonėms, kurias jie kontroliavo.
POS;„Jie perėmė praktiškai šios sistemos kontrolę ir nuosavybę. Ateityje iš sistemos tobulinimo gautų naudą tiktai jie. Tai buvo nusikalstama schema“, – BNS sakė komisijos narys.
POS;Susisiekimo ministerija šią savaitę paskelbė inicijuojanti milijoninės vertės e. sveikatos sistemos kūrimo patikrinimą. Pasak ministro Roko Masiulio, audito tikslas – nustatyti atsakingus asmenis dėl tokios padėties ir galimo valstybės lėšų iššvaistymo.
POS;Sutrikus Paysera informacinių sistemų veiklai, Paysera verslo klientai laikinai negali priimti apmokėjimų už pirkinius internete, o pirkėjai atsiskaityti už pirkinius el. parduotuvėse per Paysera apmokėjimų platformą.
POS;Atsiskaityti Paysera VISA mokėjimo kortelėmis galima, jeigu jose yra pinigų, tačiau šiuo metu neveikia kortelės likučio papildymas.
POS;Techninių sutrikimų priežastys yra žinomos, o nesklandumai šalinami. įmonė deda visas pastangas atkurti įprastą paslaugų teikimą kuo greičiau ir atsiprašo visų už nepatogumus. Paslaugų teikimą Paysera planuoja atkurti ketvirtadienį apie pietus.
POS;Buvusius sutrikimus informacinėje sistemoje didžiausia Lietuvos elektroninių pinigų įstaiga išsprendė. Atkūrusi sistemų veiklą „Paysera LT“ paslaugas internetu ir išmaniojoje programėlėje teikia įprastai.
POS;JAV finansų startuolis „Sezzle“ įsteigė bendrovę Lietuvoje ir iš čia galimai planuoja plėtrą į Europą, rašo „Verslo žinios“.
POS;Startuolio platformoje vartotojai gali įsigyti prekę išsimokėtinai be pabrangimo. Naujo tipo lizingą siūlančios „fintech“ įmonės tikslinė auditorija – e. prekybos bendrovės
POS;„Sezzle“ viešųjų ryšių vadovė Erina Foran informavo Vž, kad kompanija rengiasi žengti į Europos rinką, tačiau daugiau komentarų nepateikė.
POS;Registrų centro duomenimis, šią savaitę įregistruota bendrovė „Sezzle Lithuania“, kurios įstatinis kapitalas lygus 2,5 tūkst. eurų.
POS;Viešojoje erdvėje kyla diskusijos apie tradicinio bankų, finansų įstaigų sektoriaus pamatus klibinančius finansinių paslaugų startuolius, kurie iš pagrindų keičia sektoriaus veidą, bando užimti rinkos dalį ir tapti jos šeimininkais. Vis dėlto, „chuliganais“ pravardžiuojami žaidėjai kartu su savimi atsineša ir naujas galimybes.
POS;Profesines paslaugas teikiančios įmonės jau pradeda siūlyti savo paslaugas šiems startuoliams. Ir atranda tiek naujas galimybes, tiek iššūkius, kurių įveikimas taps glaudaus bendradarbiavimo bei abiejų sektorių profesionalumo įrodymu. Naujienų agentūra „Bloomberg“ neseniai rašė, kad 2018 m. Lietuva yra antra po JK visoje ES pagal išduotą elektroninių pinigų įstaigų licencijų skaičių. Tikėtina, kad dėl „fintech“ plėtros ženkliai išaugs tiek bankų, tiek kitų finansinių įstaigų skaičius. O šiuo metu „fintech“ industrija dar ir sparčiai keičiasi. Manau, kad visos profesines paslaugas teikiančios įmonės mato šiuos pokyčius ir pritaiko savo paslaugas prie „fintech“ startuolių veiklos modelio ir lūkesčių.
POS;„Fintech“ industrijos klientai – tai žaidėjai, kurie dabar realizuoja savo potencialą, verčia jį rinkos dalimi ir pradeda gauti pelną. Profesines paslaugas teikiančios įmonės jiems siūlys ne tik audito paslaugas, bet ir apskaitos, vidaus kontrolių tobulinimo, IT sistemų saugumo, verslo teisės, mokestines ir kitas konsultacijas. Rinka tikrai sukunkuliuos. žinoma, mums reikės prisitaikyti ir prie jų poreikių – labai dinamiškos, dažnai ir globalios plėtros, nuolatinių pokyčių kultūros.
POS;Pastaruoju metu viešai skelbta, kad finansų startuolis „Revolut“, britų „Akce“ grupės Lietuvos bendrovė „European Merchant“ ir Kredito unija „Mano unija“, pakeitusi pavadinimą į „Mano bankas“, gavo specializuoto banko licenciją Lietuvoje. Dar kelios įmonės yra toli pasistūmėjusios siekdamos specializuoto banko licen
POS;Tradiciniai bankai turi platformas, kurias naudoja dešimtmečius. Tai - laiko patikrintos, žinomų IT sprendimų tiekėjų sukurtos sistemos, atitinkančios visas reguliacines taisykles. „Fintech“ bankai platformas kuriasi patys arba prisitaiko dalį sukurtų sprendimų. Tai yra didelė „fintech“ banko veiklos rizika, nes jų veiklos pagrindas – tinkamai veikiančios platformos.
POS;štai čia gali padėti ir profesines konsultacijas teikiančios įmones – laiku patikrinti platformų saugumą, atrasti sistemos klaidas, patikrinti, kaip veikia kontrolės ir, galiausiai, kaip generuojama informacija. Ir tuo pačiu prisidėti prie „fintech“ bankų sėkmės. žinoma, reikės, kad ir patys bankai sustyguotų savo procesus ir juos kontroliuotų, užtikrindami atitikimą reguliaciniams reikalavimams. Iššūkiu gali tapti ir „fintech“ įmonių „virtualumas“. Tikėtina, kad daugelis tokių bankų ir kitų finansinių įstaigų turės pakankamai nedideles komandas Lietuvoje. Jų žmonės bus išsibarstę visoje ES ar net visame pasaulyje, nemažai paslaugų bus teikiama kitų įmonių (angl. outsource), duomenys kybos „debesyse“. Tiek profesinių paslaugų įmonės, tiek reguliuojančios institucijos turės pritaikyti savo veiklos modelius, komandų sudėtį (tiek geografiškai, tiek kompetencijų ir gebėjimų požiūriu), kad efektyviai audituotų ar kontroliuotų „fintech“ įmones.
POS;žvelgdami į „fintech“ kaip į būsimus klientus, turėsime ypač kritiškai vertinti jų pačių, jų steigėjų ir akcininkų reputaciją. Lietuvos bankas atlieka patikrą šiose srityse, tačiau priimdami naują klientą, ypač banką ar finansinę instituciją, patys turime įsitikinti, kad jis atitinka kompanijos vidinius reikalavimus, neturi kriminalinių įrašų/patirčių, jo reputacija – nepriekaištinga. Didžiojo ketverto klientų priėmimo procedūros yra itin griežtos, nes audituodami įmonę tampame asocijuojami vieni su kitais.
POS;Taip pat nerimą kelia gana trumpa daugumos „fintech“ bankų veiklos istorija. Dėl to auditoriams gali būti sunku vertinti jų veiklos perspektyvas ir tęstinumą. O auditoriai privalo įvertinti riziką bent vieniems metams į priekį. Veiklos modelio tvarumas yra itin svarbus tiek Lietuvos bankui kaip reguliatoriui, tiek auditoriams. Nes, jeigu bankas bus nepelningas ilgesnį laikotarpį, tikėtina, kad kils problemų su atitikimu kapitalo pakankamumo, likvidumo ir kitiems rodikliams (nebent akcininkai būtų pasiryžę nuolat investuoti, finansuodami plėtrą).
POS;Finansinėms įstaigoms taikomi griežti reguliaciniai reikalavimai, kurie gali tapti „fintech“ bankų veržlaus vystymosi stabdžiu. Svarbu, kad būtų tinkamas tonas „iš viršaus“ ir „fintech“ institucijos traktuotų šiuos reikalavimus rimtai, o ne kaip veiklos plėtrą ribojančią problemą ar formalumus. Kitas dalykas – veržlumas, kurio startuoliai neturėtų prarasti. Jų mąstysena, kultūra yra paremta orientacija į greitį „greitai padarome, jei veikia, tai veikia, o jei neveiks – greit sutvarkysim“. Laimės tos „fintech“ įmonės, kurios sugebės suderinti du požiūrius – neprarasti veržlumo, bet pasiekti ir tradicinių finansinių įstaigų solidumą ir patikimumą. Jei bus tokių, kurios pasirinks „tik tik“ atitikti reikalavimus – jos gali tapti rizikingu klientu, ir papildomų problemų šaltiniu visam šalies finansų įstaigų sektoriui.
POS;Visgi „fintech“ įmonių strategija yra pakeisti mums pažįstamą finansų sektoriaus vaizdą iš esmės, tapti šio sektoriaus lyderėmis, o ne vienadienėmis žvaigždėmis. Galime tikėtis, kad jos investuos į pakankamus žmogiškuosius išteklius bei lėšas ir sukurs technologijomis įgalintas procedūras bei visiškai reguliacinius reikalavimus atitinkantį verslo modelį. O iš jo galėsime mokytis visi – tiek profesinių paslaugų įmonės, tiek kiti startuoliai, tiek tradiciniai bankai
POS;Remiantis „Lithuania Fintech Report 2017“ ataskaita, 2017 m. Lietuvoje veikė 117 finansinių technologijų įmonių, 35 iš jų buvo registruotos pernai. Per pastaruosius metus šios srities įmonių skaičius šalyje išaugo beveik 43 procentais. Auganti rinka reikalauja atitinkamos kompetencijos specialistų, kuriuos nuo šių metų pradės rengti Vilniaus Gedimino technikos universitetas
POS;„Dėl palankaus finansinio sektoriaus reguliavimo vis daugiau finansinių technologinių startuolių teikia tradicines bankų paslaugas žymiai palankesnėmis sąlygomis, o tai keičia didžiųjų bankų vaidmenį finansų rinkose. Taip pat ir iš technologiškai pažangių (tech-savvy) vartotojų kyla vis didesnis poreikis finansinių paslaugų skaitmenizavimui“, – sako J. Stankevičienė. Anot jos, ypač Y ir Z kartos vartotojai aktyviais naudojasi skaitmeninėmis finansinėmis paslaugomis, o tai sąlygoja ir kitų verslų norą prisitaikyti prie vartotojų poreikių.
